title,description,content,source,published_at,label,text_combined
"Waste from closed composting units to be directed to bio-CNG plants, GCC informs NGT","Waste from closed composting units to be directed to bio-CNG plants, GCC informs NGT","Waste from closed composting units to be directed to bio-CNG plants, GCC informs NGT",MediaStack,,1,"Waste from closed composting units to be directed to bio-CNG plants, GCC informs NGT Waste from closed composting units to be directed to bio-CNG plants, GCC informs NGT"
"Former Sri Lankan President Ranil Wickremesinghe arrested, accused of misusing government money for…",Wickremesinghe has held the post of Prime Minister six times in different tenures since the 1990s.,Wickremesinghe has held the post of Prime Minister six times in different tenures since the 1990s.,MediaStack,,1,"Former Sri Lankan President Ranil Wickremesinghe arrested, accused of misusing government money for… Wickremesinghe has held the post of Prime Minister six times in different tenures since the 1990s."
Bike taxis continue to ply in Bengaluru despite HC clarification,Bike taxis continue to ply in Bengaluru despite HC clarification,Bike taxis continue to ply in Bengaluru despite HC clarification,MediaStack,,1,Bike taxis continue to ply in Bengaluru despite HC clarification Bike taxis continue to ply in Bengaluru despite HC clarification
Operation ‘WeedOut’: DRI dismantles nationwide drug syndicate,Operation ‘WeedOut’: DRI dismantles nationwide drug syndicate,Operation ‘WeedOut’: DRI dismantles nationwide drug syndicate,MediaStack,,1,Operation ‘WeedOut’: DRI dismantles nationwide drug syndicate Operation ‘WeedOut’: DRI dismantles nationwide drug syndicate
Ladakh administration revokes allotment of land for Wangchuk’s institute,Sonam Wangchuk has led the protests in Ladakh for three years; an order said the land has not been used for the purpose allotted “as no University (as recognised by law) has been set up” till date,Sonam Wangchuk has led the protests in Ladakh for three years; an order said the land has not been used for the purpose allotted “as no University (as recognised by law) has been set up” till date,MediaStack,,1,Ladakh administration revokes allotment of land for Wangchuk’s institute Sonam Wangchuk has led the protests in Ladakh for three years; an order said the land has not been used for the purpose allotted “as no University (as recognised by law) has been set up” till date
Woman undergoes robotic surgery at MIOT to remove rare oral tumour,"Transoral robotic surgery (TORS) is a minimally invasive surgical technique that uses a robotic system to access and remove tumors in the mouth and throat through the mouth, avoiding external incisions and potentially reducing recovery time","Transoral robotic surgery (TORS) is a minimally invasive surgical technique that uses a robotic system to access and remove tumors in the mouth and throat through the mouth, avoiding external incisions and potentially reducing recovery time",MediaStack,,1,"Woman undergoes robotic surgery at MIOT to remove rare oral tumour Transoral robotic surgery (TORS) is a minimally invasive surgical technique that uses a robotic system to access and remove tumors in the mouth and throat through the mouth, avoiding external incisions and potentially reducing recovery time"
"City is home to 3 iconic railway terminals, says Shailendra Singh","City is home to 3 iconic railway terminals, says Shailendra Singh","City is home to 3 iconic railway terminals, says Shailendra Singh",MediaStack,,1,"City is home to 3 iconic railway terminals, says Shailendra Singh City is home to 3 iconic railway terminals, says Shailendra Singh"
Heena Kang wins maiden pro title at 11th Leg of Hero WPGT,"Bengaluru: Heena Kang, who was four shots ahead with eight holes left, did well to keep her nerves in check to par the last eight holes and win the 11h Leg of the Hero Women’s Pro Golf Tour at the Prestige Golfshire. Heena, who was fifth on her pro debut last month, was chased hard by amateur Lavanya Gupta, who was playing in the same final group.Lavanya, who started the final day two shots behind Heena, had fallen five behind as she was 4-over by the turn. And then there was a great charge from Lavanya, who birdied the 11th, 14th and the 16th. Needing one more birdie to force a play-off...","Bengaluru: Heena Kang, who was four shots ahead with eight holes left, did well to keep her nerves in check to par the last eight holes and win the 11h Leg of the Hero Women’s Pro Golf Tour at the Prestige Golfshire. Heena, who was fifth on her pro debut last month, was chased hard by amateur Lavanya Gupta, who was playing in the same final group.Lavanya, who started the final day two shots behind Heena, had fallen five behind as she was 4-over by the turn. And then there was a great charge from Lavanya, who birdied the 11th, 14th and the 16th. Needing one more birdie to force a play-off...",MediaStack,,1,"Heena Kang wins maiden pro title at 11th Leg of Hero WPGT Bengaluru: Heena Kang, who was four shots ahead with eight holes left, did well to keep her nerves in check to par the last eight holes and win the 11h Leg of the Hero Women’s Pro Golf Tour at the Prestige Golfshire. Heena, who was fifth on her pro debut last month, was chased hard by amateur Lavanya Gupta, who was playing in the same final group.Lavanya, who started the final day two shots behind Heena, had fallen five behind as she was 4-over by the turn. And then there was a great charge from Lavanya, who birdied the 11th, 14th and the 16th. Needing one more birdie to force a play-off..."
Chennai Corporation begins repair work on cracked road in Velachery,Chennai Corporation begins repair work on cracked road in Velachery,Chennai Corporation begins repair work on cracked road in Velachery,MediaStack,,1,Chennai Corporation begins repair work on cracked road in Velachery Chennai Corporation begins repair work on cracked road in Velachery
Sudden thunderstorms drench Chennai; RMC forecasts more heavy rainfall likely across TN till weekend,Sudden thunderstorms drench Chennai; RMC forecasts more heavy rainfall likely across TN till weekend,Sudden thunderstorms drench Chennai; RMC forecasts more heavy rainfall likely across TN till weekend,MediaStack,,1,Sudden thunderstorms drench Chennai; RMC forecasts more heavy rainfall likely across TN till weekend Sudden thunderstorms drench Chennai; RMC forecasts more heavy rainfall likely across TN till weekend
Indian Police Foundation inks agreement with T.N. Police for improvement of policing  ,Indian Police Foundation inks agreement with T.N. Police for improvement of policing  ,Indian Police Foundation inks agreement with T.N. Police for improvement of policing  ,MediaStack,,1,Indian Police Foundation inks agreement with T.N. Police for improvement of policing   Indian Police Foundation inks agreement with T.N. Police for improvement of policing  
PGTI Players Championship 2025: Yuvraj Sandhu prevails over Udayan Mane in marathon playoff for back-to-back wins,"Hosur: Yuvraj Sandhu prevailed over Udayan Mane in a marathon playoff that lasted five extra holes to win the INR 1 crore PGTI Players Championship 2025 played at the Clover Greens Golf Course and Resort near Hosur in Tamil Nadu.Both Yuvraj, the overnight leader by three shots, and Udayan, who was overnight second, ended the regulation 72 holes with identical totals of 28-under 256 that pushed the match into a dramatic playoff.Twenty-eight-year-old Chandigarh resident Yuvraj (63-67-61-65), also the winner in Mysuru last week, thus registered back-to-back titles and took a commanding lead in the...","Hosur: Yuvraj Sandhu prevailed over Udayan Mane in a marathon playoff that lasted five extra holes to win the INR 1 crore PGTI Players Championship 2025 played at the Clover Greens Golf Course and Resort near Hosur in Tamil Nadu.Both Yuvraj, the overnight leader by three shots, and Udayan, who was overnight second, ended the regulation 72 holes with identical totals of 28-under 256 that pushed the match into a dramatic playoff.Twenty-eight-year-old Chandigarh resident Yuvraj (63-67-61-65), also the winner in Mysuru last week, thus registered back-to-back titles and took a commanding lead in the...",MediaStack,,1,"PGTI Players Championship 2025: Yuvraj Sandhu prevails over Udayan Mane in marathon playoff for back-to-back wins Hosur: Yuvraj Sandhu prevailed over Udayan Mane in a marathon playoff that lasted five extra holes to win the INR 1 crore PGTI Players Championship 2025 played at the Clover Greens Golf Course and Resort near Hosur in Tamil Nadu.Both Yuvraj, the overnight leader by three shots, and Udayan, who was overnight second, ended the regulation 72 holes with identical totals of 28-under 256 that pushed the match into a dramatic playoff.Twenty-eight-year-old Chandigarh resident Yuvraj (63-67-61-65), also the winner in Mysuru last week, thus registered back-to-back titles and took a commanding lead in the..."
